,type
11964,"['call', 'female', 'flight call', 'male', 'song']"
11965,"['call', 'female', 'flight call', 'male', 'song']"
11966,"['call', 'female', 'flight call', 'male', 'song']"
11967,"['call', 'female', 'flight call', 'male', 'song']"
11968,"['call', 'female', 'flight call', 'male', 'song']"
11969,"['call', 'female', 'flight call', 'male', 'song']"
11970,"['call', 'female', 'flight call', 'male', 'song']"
11971,"['call', 'female', 'flight call', 'male', 'song']"
11972,"['call', 'female', 'flight call', 'male', 'song']"
11973,['song']
11974,['song']
11975,['flight call']
11976,"['begging call', 'call', 'juvenile', 'song']"
11977,"['call', 'flight call', 'song']"
11978,"['call', 'flight call']"
11979,"['call', 'flight call']"
11980,"['call', 'flight call']"
11981,"['call', 'flight call']"
11982,"['call', 'flight call']"
11983,"['call', 'flight call']"
11984,"['call', 'flight call', 'song']"
11985,"['call', 'flight call']"
11986,['subsong']
11987,"['call', 'flight call']"
11988,"['call', 'flight call', 'song']"
11989,"['call', 'flight call', 'song']"
11990,"['call', 'flight call']"
11991,"['call', 'flight call']"
11992,"['call', 'flight call']"
11993,"['call', 'flight call']"
11994,"['call', 'flight call']"
11995,"['call', 'flight call']"
11996,"['call', 'flight call']"
11997,"['call', 'flight call', 'song']"
11998,"['call', 'flight call']"
11999,"['call', 'flight call']"
12000,"['call', 'flight call']"
12001,"['call', 'song']"
12002,['flight call']
12003,"['flight call', 'song', 'song in flight']"
12004,['call']
12005,"['call', 'juvenile']"
12006,['call']
12007,['call']
12008,['call']
12009,['call']
12010,['flight call']
12011,['flight call']
12012,['flight call']
12013,['flight call']
12014,['flight call']
12015,['call']
12016,"['call', 'song']"
12017,"['call', 'song']"
12018,"['call', 'song']"
12019,['flight call']
12020,['flight call']
12021,"['call', 'song']"
12022,"['song', 'song in flight']"
12023,"['call', 'flight call']"
12024,['flight call']
12025,['flight call']
12026,['flight call']
12027,['call']
12028,['call']
12029,['call']
12030,"['alarm call', 'call']"
12031,['song']
12032,['call']
12033,"['call', 'flight call']"
12034,"['call', 'juvenile']"
12035,"['call', 'juvenile']"
12036,['song']
12037,['flight call']
12038,"['adult', 'flight call', 'sex uncertain']"
12039,['flight call']
12040,"['call', 'flight call', 'life stage uncertain', 'sex uncertain']"
12041,"['adult', 'flight call', 'sex uncertain']"
12042,['song']
12043,"['alarm call', 'flight call', 'song']"
12044,['flight call']
12045,"['flight call', 'sex uncertain']"
12046,['flight call']
12047,"['flight call', 'life stage uncertain', 'sex uncertain']"
12048,"['alarm call', 'life stage uncertain', 'sex uncertain']"
12049,['']
12050,['']
12051,['']
12052,['']
12053,['']
12054,['']
12055,['']
12056,['']
12057,['']
12058,['']
12059,['']
12060,['']
12061,['']
12062,['']
12063,['']
12064,['']
12065,['']
12066,['']
12067,['']
12068,['']
12069,['']
12070,['']
12071,['']
12072,['']
12073,['']
12074,['']
12075,['']
12076,['']
12077,['']
12078,['']
12079,['']
12080,['song']
12081,['call']
12082,['call']
12083,['song']
12084,['call']
12085,['call']
12086,['call']
12087,['call']
12088,['call']
12089,['call']
12090,['call']
12091,['flight call']
12092,['alarm call']
12093,['call']
12094,['call']
12095,['song']
12096,['call']
12097,['call']
12098,['song']
12099,['alarm call']
12100,['call']
12101,['song']
12102,"['adult', 'call', 'male']"
12103,"['adult', 'call', 'female', 'male']"
12104,['']
12105,['']
12106,['']
12107,['']
12108,['song']
12109,['alarm call']
12110,['alarm call']
12111,['call']
12112,"['call', 'song']"
12113,['song']
12114,['song']
12115,['song']
12116,['song']
12117,['song']
12118,['song']
12119,"['call', 'song']"
12120,['song']
12121,['call']
12122,['song']
12123,['song']
12124,['song']
12125,['song']
12126,['song']
12127,['song']
12128,['song']
12129,['call']
12130,['song']
12131,"['flight call', 'song']"
12132,['call']
12133,['song']
12134,"['call', 'flight call']"
12135,['song']
12136,['song']
12137,['call']
12138,['call']
12139,['call']
12140,['call']
12141,['call']
12142,['song']
12143,"['call', 'landing']"
12144,"['call', 'landing call']"
12145,['call']
12146,['song']
12147,['call']
12148,['flight call']
12149,['song']
12150,['song']
12151,['call']
12152,['call']
12153,"['song', 'wing noise']"
12154,['song']
12155,['song']
12156,['song']
12157,['song']
12158,['song']
12159,['call']
12160,['call']
12161,['call']
12162,['song']
12163,['song']
12164,['call']
12165,['call']
12166,['call']
12167,['song']
12168,['song']
12169,"['adult', 'call']"
12170,['call']
12171,['call']
12172,['call']
12173,['song']
12174,['subsong']
12175,['call']
12176,['song']
12177,['song']
12178,['call']
12179,['song']
12180,"['adult', 'call', 'sex uncertain']"
12181,"['adult', 'call', 'male']"
12182,"['call', 'male']"
12183,"['adult', 'call', 'male']"
12184,"['adult', 'call', 'sex uncertain']"
12185,"['Female Kurr sound nearby', 'adult', 'male', 'song']"
12186,"['adult', 'male', 'song']"
12187,['song']
12188,['song']
12189,['song']
12190,['song']
12191,"['adult', 'call', 'sex uncertain']"
12192,"['adult', 'call', 'sex uncertain']"
12193,"['adult', 'song']"
12194,['song']
12195,['song']
12196,['song']
12197,['song']
12198,"['adult', 'call']"
12199,"['adult', 'call']"
12200,"['adult', 'dawn song', 'sex uncertain', 'song']"
12201,"['duet', 'sex uncertain', 'song']"
12202,"['call', 'dawn song']"
12203,"['life stage uncertain', 'sex uncertain', 'song']"
12204,"['life stage uncertain', 'sex uncertain', 'song']"
12205,"['life stage uncertain', 'sex uncertain', 'song']"
12206,['adult']
12207,['call']
12208,"['life stage uncertain', 'sex uncertain', 'song']"
12209,"['adult', 'sex uncertain', 'song']"
12210,"['adult', 'call', 'male']"
12211,['song']
12212,"['adult', 'call', 'sex uncertain']"
12213,"['adult', 'call', 'sex uncertain']"
12214,"['adult', 'sex uncertain', 'song']"
12215,"['adult', 'call']"
12216,"['adult', 'call', 'sex uncertain']"
12217,"['Cattle', 'adult', 'call', 'sex uncertain']"
12218,"['adult', 'call', 'sex uncertain']"
12219,"['adult', 'call', 'sex uncertain']"
12220,['']
12221,['']
12222,['']
12223,['']
12224,['Call']
12225,['Call']
12226,['flight call']
12227,['flight call']
12228,['song']
12229,"['call', 'dive-bomb snapping']"
12230,['call']
12231,['call']
12232,['call']
12233,['call']
12234,['call']
12235,['call']
12236,['call']
12237,['call']
12238,['call']
12239,['flight call']
12240,['flight call']
12241,['flight call']
12242,['flight call']
12243,['flight call']
12244,"['adult', 'sex uncertain', 'song']"
12245,['']
12246,['distress call']
12247,"['call', 'chuckle-call']"
12248,"['call', 'growling vocalisation']"
12249,['call']
12250,['call']
12251,['call']
12252,['call']
12253,['song']
12254,['song']
12255,['song']
12256,"['call', 'song']"
12257,"['call', 'song']"
12258,"['call', 'song']"
12259,['call']
12260,['call']
12261,['call']
12262,['song']
12263,['song']
12264,['call']
12265,['song']
12266,['call']
12267,['song']
12268,['call']
12269,['call']
12270,['song']
12271,['call']
12272,['song']
12273,['call']
12274,['call']
12275,['song']
12276,['song']
12277,['song']
12278,['call']
12279,['call']
12280,['call']
12281,['song']
12282,['call']
12283,['call']
12284,['']
12285,['']
12286,['']
12287,['']
12288,['']
12289,['']
12290,['']
12291,['']
12292,['']
12293,['']
12294,['']
12295,['begging call']
12296,"['begging call', 'juvenile']"
12297,['begging call']
12298,"['adult', 'sex uncertain', 'song']"
12299,['call']
12300,"['adult', 'sex uncertain']"
12301,['song']
12302,['song']
12303,['song']
12304,['song']
12305,['song']
12306,['begging call']
12307,"['call', 'male', 'song']"
12308,"['call', 'female']"
12309,"['juvenile', 'male', 'song']"
12310,"['call', 'male']"
12311,['song']
12312,['song']
12313,['call']
12314,['song']
12315,['song']
12316,"['call', 'male']"
12317,['song']
12318,"['male', 'song']"
12319,['call']
12320,['song']
12321,"['call', 'song']"
12322,['call']
12323,"['male', 'song']"
12324,"['call', 'song']"
12325,"['call', 'song']"
12326,['song']
12327,['call']
12328,['call']
12329,['call']
12330,['alarm call']
12331,['call']
12332,['call']
12333,['call']
12334,"['call', 'song']"
12335,['song']
12336,['song']
12337,['call']
12338,"['adult', 'call', 'male']"
12339,['song']
12340,['song']
12341,['song']
12342,"['adult', 'male', 'song']"
12343,['call']
12344,"['adult', 'call', 'male']"
12345,"['adult', 'call', 'male']"
12346,"['adult', 'call', 'male']"
12347,"['adult', 'call', 'male']"
12348,"['feeding call', 'juvenile']"
12349,"['feeding call', 'juvenile']"
12350,['song']
12351,"['adult', 'call', 'male', 'song']"
12352,"['adult', 'call', 'male']"
12353,"['adult', 'call', 'male']"
12354,"['call', 'life stage uncertain', 'sex uncertain']"
12355,"['call', 'life stage uncertain', 'sex uncertain']"
12356,"['call', 'life stage uncertain', 'sex uncertain']"
12357,"['call', 'life stage uncertain', 'sex uncertain']"
12358,['call']
12359,"['adult', 'alarm call', 'male']"
12360,"['adult', 'alarm call', 'call', 'female', 'male']"
12361,"['call', 'life stage uncertain', 'sex uncertain']"
12362,"['adult', 'call', 'male']"
12363,['song']
12364,['call']
12365,['call']
12366,['song']
12367,['song']
12368,"['call', 'sex uncertain']"
12369,"['adult', 'male', 'song']"
12370,['call']
12371,"['adult', 'call', 'male']"
12372,"['call', 'female', 'male']"
12373,"['call', 'female', 'male']"
12374,['']
12375,['']
12376,['']
12377,['']
12378,['']
12379,['song']
12380,['song']
12381,['call']
12382,['Song']
12383,['Call']
12384,['Call']
12385,['Call']
12386,['song']
12387,['song']
12388,['song']
12389,['song']
12390,['song']
12391,['song']
12392,['song']
12393,"['call', 'song']"
12394,['call']
12395,['song']
12396,['song']
12397,['song']
12398,['call']
12399,['song']
12400,"['adult', 'male', 'song']"
12401,"['adult', 'male', 'song']"
12402,"['adult', 'male', 'song']"
12403,"['adult', 'male', 'song']"
12404,"['adult', 'male', 'song']"
12405,"['adult', 'call', 'male', 'song']"
12406,['']
12407,['']
12408,['']
12409,"['call', 'flight call']"
12410,['call']
12411,['song']
12412,"['male', 'song']"
12413,"['male', 'song']"
12414,['call']
12415,['call']
12416,['song']
12417,['song']
12418,['call']
12419,['song']
12420,['song']
12421,['call']
12422,['call']
12423,['song']
12424,['call']
12425,['call']
12426,['song']
12427,['song']
12428,['call']
12429,"['adult', 'call', 'sex uncertain']"
12430,"['adult', 'call', 'sex uncertain']"
12431,['song']
12432,['song']
12433,['']
12434,['song']
12435,['song']
12436,['call']
12437,['call']
12438,['call']
12439,['song']
12440,['call']
12441,['call']
12442,['call']
12443,['call']
12444,"['call', 'song']"
12445,"['call', 'flight call']"
12446,['call']
12447,['song']
12448,['flight call']
12449,"['call', 'flight call']"
12450,['call']
12451,['call']
12452,['call']
12453,['call']
12454,['call']
12455,"['call', 'male']"
12456,['call']
12457,['song']
12458,['call']
12459,['alarm call']
12460,['call']
12461,['call']
12462,['call']
12463,['call']
12464,['call']
12465,['call']
12466,['call']
12467,['call']
12468,['call']
12469,['call']
12470,['call']
12471,['call']
12472,['call']
12473,['call']
12474,['call']
12475,['call']
12476,"['call', 'flight call']"
12477,"['adult', 'call', 'sex uncertain']"
12478,['']
12479,['']
12480,['']
12481,['']
12482,['song']
12483,['song']
12484,['song']
12485,['call']
12486,['call']
12487,['alarm call']
12488,['song']
12489,['song']
12490,['song']
12491,['call']
12492,['alarm call']
12493,['call']
12494,['song']
12495,['song']
12496,['call']
12497,['song']
12498,['call']
12499,['song']
12500,['song']
12501,['song']
12502,['song']
12503,['song']
12504,['song']
12505,['song']
12506,['song']
12507,['call']
12508,['call']
12509,['song']
12510,"['alarm call', 'feeding call']"
12511,"['alarm call', 'feeding call']"
12512,"['alarm call', 'feeding call']"
12513,['song']
12514,['call']
12515,['call']
12516,"['call', 'song']"
12517,['song']
12518,['song']
12519,['song']
12520,['alarm call']
12521,['song']
12522,['song']
12523,['song']
12524,"['adult', 'alarm call']"
12525,"['adult', 'call', 'sex uncertain']"
12526,['song']
12527,['alarm call']
12528,['song']
12529,"['life stage uncertain', 'sex uncertain', 'song']"
12530,['song']
12531,['song']
12532,['call']
12533,['song']
12534,"['adult', 'sex uncertain', 'song']"
12535,"['adult', 'alarm call', 'sex uncertain']"
12536,"['adult', 'alarm call', 'sex uncertain']"
12537,"['adult', 'alarm call', 'sex uncertain']"
12538,"['adult', 'call']"
12539,"['adult', 'call', 'sex uncertain']"
12540,"['adult', 'call', 'sex uncertain']"
12541,"['adult', 'sex uncertain', 'song']"
12542,"['adult', 'alarm call', 'sex uncertain', 'song']"
12543,"['adult', 'sex uncertain', 'song']"
12544,"['call', 'female', 'male', 'song']"
12545,"['call', 'life stage uncertain', 'sex uncertain']"
12546,"['adult', 'sex uncertain', 'song']"
12547,['']
12548,['']
12549,['']
12550,['song']
12551,['call']
12552,['song']
12553,['song']
12554,['call']
12555,['song']
12556,['song']
12557,['song']
12558,['call']
12559,['call']
12560,"['call', 'song']"
12561,['call']
12562,['call']
12563,['song']
12564,['song']
12565,['song']
12566,['call']
12567,['call']
12568,['call']
12569,"['call', 'song']"
12570,['song']
12571,"['sex uncertain', 'song']"
12572,['']
12573,['song']
12574,"['female', 'male', 'song']"
12575,['song']
12576,['song']
12577,['song']
12578,['call']
12579,"['Duet', 'song']"
12580,"['Duet', 'song']"
12581,['call']
12582,['song']
12583,"['call', 'song']"
12584,['call']
12585,['call']
12586,"['alarm call', 'call', 'song']"
12587,['call']
12588,['duet']
12589,['duet']
12590,['song']
12591,['song']
12592,['duet']
12593,['call']
12594,['call']
12595,['call']
12596,['call']
12597,"['call', 'flight call']"
12598,['song']
12599,['song']
12600,['song']
12601,['song']
12602,"['call', 'song']"
12603,"['call', 'song']"
12604,"['call', 'song']"
12605,['call']
12606,"['alarm call', 'call']"
12607,"['adult', 'call', 'sex uncertain']"
12608,"['call', 'scold']"
12609,['call']
12610,['call']
12611,['duet']
12612,"['adult', 'duet']"
12613,"['adult', 'sex uncertain', 'song']"
12614,"['duet', 'life stage uncertain', 'sex uncertain', 'song']"
12615,"['adult', 'duet', 'sex uncertain', 'song']"
12616,['call']
12617,"['call', 'life stage uncertain', 'sex uncertain']"
12618,"['', 'adult', 'clicks', 'duet', 'sex uncertain']"
12619,['call']
12620,['song']
12621,['']
12622,['']
12623,['']
12624,['song']
12625,['song']
12626,['song']
12627,['call']
12628,"['male', 'song']"
12629,['song']
12630,"['', 'flight call', 'song']"
12631,['song']
12632,['song']
12633,['song']
12634,['song']
12635,['song']
12636,['song']
12637,['song']
12638,['song']
12639,['song']
12640,['song']
12641,"['adult', 'song']"
12642,['song']
12643,['song']
12644,"['adult', 'song']"
12645,"['adult', 'song']"
12646,"['adult', 'song']"
12647,"['adult', 'song']"
12648,"['adult', 'sex uncertain', 'song']"
12649,"['adult', 'sex uncertain', 'song']"
12650,"['adult', 'sex uncertain', 'song']"
12651,"['adult', 'sex uncertain', 'song']"
12652,"['adult', 'sex uncertain', 'song']"
12653,"['adult', 'sex uncertain', 'song']"
12654,"['adult', 'nocturnal call', 'sex uncertain']"
12655,['']
12656,['']
12657,['call']
12658,['song']
12659,"['begging call', 'juvenile']"
12660,"['begging call', 'juvenile', 'song']"
12661,['song']
12662,"['call', 'pre-dawn call', 'song', 'unspecified mimicry']"
12663,['song']
12664,['song']
12665,['song']
12666,['song']
12667,['song']
12668,['call']
12669,['song']
12670,"['adult', 'call', 'song']"
12671,"['adult', 'call', 'song']"
12672,"['adult', 'call', 'song']"
12673,"['adult', 'call']"
12674,"['female', 'male', 'song']"
12675,"['adult', 'sex uncertain', 'song']"
12676,['']
12677,['']
12678,['song']
12679,['song']
12680,['call']
12681,['song']
12682,['song']
12683,['song']
12684,['call']
12685,['song']
12686,['song']
12687,['song']
12688,['song']
12689,['call']
12690,['song']
12691,['song']
12692,['song']
12693,['song']
12694,['song']
12695,['song']
12696,['song']
12697,['song']
12698,['song']
12699,['song']
12700,['song']
12701,['song']
12702,['call']
12703,['song']
12704,['song']
12705,['song']
12706,['call']
12707,['alarm call']
12708,['song']
12709,['call']
12710,['song']
12711,"['call', 'female', 'male']"
12712,['song']
12713,['Song']
12714,"['call', 'song']"
12715,['song']
12716,['call']
12717,"['call', 'song']"
12718,['call']
12719,['call']
12720,['call']
12721,['call']
12722,['call']
12723,"['call', 'song']"
12724,"['call', 'sub-song']"
12725,['song']
12726,['song']
12727,['call']
12728,['song']
12729,['song']
12730,['song']
12731,['call']
12732,['call']
12733,['call']
12734,['song']
12735,['song']
12736,"['call', 'song']"
12737,['call']
12738,['call']
12739,['song']
12740,"['call', 'song']"
12741,"['call', 'song']"
12742,['song']
12743,['song']
12744,['song']
12745,['song']
12746,"['call', 'sub song']"
12747,['call']
12748,['call']
12749,['call']
12750,['call']
12751,['call']
12752,['call']
12753,['call']
12754,['call']
12755,['call']
12756,['song']
12757,['call']
12758,['call']
12759,['song']
12760,['song']
12761,['call']
12762,['call']
12763,['song']
12764,['song']
12765,['song']
12766,['call']
12767,['song']
12768,['song']
12769,['song']
12770,['song']
12771,['song']
12772,['song']
12773,['song']
12774,['call']
12775,['call']
12776,['call']
12777,['call']
12778,['call']
12779,['call']
12780,"['call', 'song']"
12781,['call']
12782,['call']
12783,['call']
12784,['call']
12785,['call']
12786,['song']
12787,['call']
12788,['song']
12789,['song']
12790,['song']
12791,['call']
12792,['call']
12793,['song']
12794,['song']
12795,['song']
12796,['song']
12797,['song']
12798,['song']
12799,['call']
12800,['song']
12801,['call']
12802,['call']
12803,"['adult', 'call', 'sex uncertain']"
12804,"['adult', 'sex uncertain', 'song']"
12805,"['sex uncertain', 'song']"
12806,"['adult', 'song']"
12807,['song']
12808,['call']
12809,['uncertain']
12810,['uncertain']
12811,['call']
12812,"['adult', 'call']"
12813,"['male', 'sex uncertain', 'song']"
12814,['song']
12815,"['adult', 'call', 'sex uncertain', 'song']"
12816,"['adult', 'call', 'sex uncertain', 'song']"
12817,"['adult', 'call', 'sex uncertain', 'song']"
12818,['song']
12819,['song']
12820,['song']
12821,['song']
12822,"['adult', 'subsong']"
12823,"['adult', 'sex uncertain', 'song']"
12824,['song']
12825,"['life stage uncertain', 'sex uncertain']"
12826,['call']
12827,['song']
12828,['song']
12829,['call']
12830,['call']
12831,['song']
12832,['call']
12833,['song']
12834,['song']
12835,['song']
12836,['song']
12837,['song']
12838,['call']
12839,['song']
12840,['song']
12841,['song']
12842,['song']
12843,['song']
12844,['song']
12845,['song']
12846,['song']
12847,['song']
12848,['song']
12849,['song']
12850,['song']
12851,['song']
12852,['song']
12853,"['adult', 'sex uncertain', 'song']"
12854,"['adult', 'sex uncertain', 'song']"
12855,"['adult', 'sex uncertain', 'song']"
12856,"['dawn song', 'song']"
12857,"['call', 'song']"
12858,"['call', 'song']"
12859,['subsong']
12860,"['adult', 'sex uncertain', 'song']"
12861,['song']
12862,"['adult', 'sex uncertain', 'song']"
12863,"['alarm call', 'call', 'song']"
12864,"['adult', 'sex uncertain', 'song']"
12865,"['adult', 'call', 'male']"
12866,"['adult', 'call', 'male']"
12867,['']
12868,['']
12869,['']
12870,['']
12871,['']
12872,['']
12873,['']
12874,['']
12875,['']
12876,['']
12877,['call']
12878,['call']
12879,['call']
12880,['call']
12881,['call']
12882,['call']
12883,['call']
12884,"['adult', 'call', 'sex uncertain']"
12885,"['adult', 'song']"
12886,"['adult', 'song']"
12887,"['adult', 'song']"
12888,"['adult', 'song']"
12889,"['adult', 'sex uncertain', 'song']"
12890,"['adult', 'call', 'sex uncertain']"
12891,"['adult', 'call', 'sex uncertain']"
12892,"['adult', 'call', 'sex uncertain']"
12893,"['adult', 'call', 'sex uncertain']"
12894,"['adult', 'call', 'sex uncertain', 'song']"
12895,['']
12896,['']
12897,['']
12898,['']
12899,['song']
12900,['song']
12901,['call']
12902,['song']
12903,['call']
12904,['song']
12905,"['adult', 'sex uncertain', 'song']"
12906,"['adult', 'sex uncertain', 'song']"
12907,"['adult', 'call', 'sex uncertain', 'song']"
12908,"['adult', 'call', 'sex uncertain', 'song']"
12909,"['adult', 'sex uncertain', 'song']"
12910,"['adult', 'sex uncertain', 'song']"
12911,"['adult', 'call', 'sex uncertain', 'song']"
12912,"['adult', 'male', 'song']"
12913,"['adult', 'call', 'sex uncertain']"
12914,"['adult', 'male', 'song']"
12915,"['adult', 'call', 'sex uncertain', 'song']"
12916,"['adult', 'sex uncertain', 'song']"
12917,"['adult', 'sex uncertain', 'song']"
12918,['']
12919,['']
12920,['song']
12921,['call']
12922,['call']
12923,['song']
12924,['call']
12925,"['call', 'song']"
12926,['song']
12927,"['mimic', 'song']"
12928,"['mimic', 'song']"
12929,"['mimic', 'song']"
12930,['call']
12931,['song']
12932,['call']
12933,['call']
12934,['call']
12935,['call']
12936,['call']
12937,['song']
12938,['song']
12939,['call']
12940,['song']
12941,"['adult', 'call', 'sex uncertain']"
12942,"['adult', 'song']"
12943,"['adult', 'song']"
12944,['song']
12945,"['adult', 'male', 'subsong']"
12946,"['adult', 'call']"
12947,"['adult', 'call', 'male']"
12948,['call']
12949,['call']
12950,"['adult', 'call', 'male']"
12951,"['adult', 'call', 'male']"
12952,"['adult', 'male', 'mimicry/imitation', 'song']"
12953,"['adult', 'male', 'mimicry/imitation', 'song']"
12954,"['adult', 'male', 'mimicry/imitation', 'song']"
12955,['subsong']
12956,"['adult', 'call', 'life stage uncertain', 'male', 'sex uncertain']"
12957,['']
12958,['']
12959,['']
12960,['']
12961,['']
12962,['song']
12963,"['call', 'song']"
12964,['song']
12965,['flight call']
12966,['song']
12967,"['call', 'flight call']"
12968,['call']
12969,['call']
12970,['call']
12971,"['call', 'song']"
12972,['call']
12973,['alarm call']
12974,['call']
12975,['call']
12976,['call']
12977,['call']
12978,['call']
12979,['call']
12980,['alarm call']
12981,['call']
12982,['call']
12983,['call']
12984,['call']
12985,['call']
12986,['call']
12987,['call']
12988,['call']
12989,['call']
12990,"['adult', 'male', 'song']"
12991,"['adult', 'male', 'song']"
12992,['call']
12993,['call']
12994,"['adult', 'call', 'sex uncertain']"
12995,"['adult', 'alarm call', 'sex uncertain']"
12996,"['adult', 'alarm call', 'sex uncertain']"
12997,['call']
12998,"['adult', 'call', 'sex uncertain']"
12999,['uncertain']
13000,['']
13001,['']
13002,['']
13003,['song']
13004,['song']
13005,['song']
13006,['song']
13007,['song']
13008,['song']
13009,['song']
13010,['call']
13011,['song']
13012,['male']
13013,['song']
13014,['call']
13015,['call']
13016,['song']
13017,['call']
13018,['call']
13019,['song']
13020,['song']
13021,['song']
13022,['song']
13023,['song']
13024,['song']
13025,['song']
13026,['song']
13027,['song']
13028,['song']
13029,['song']
13030,['call']
13031,"['adult', 'call', 'male']"
13032,"['adult', 'male', 'song']"
13033,"['adult', 'sex uncertain', 'song']"
13034,"['adult', 'sex uncertain']"
13035,"['adult', 'sex uncertain']"
13036,['sex uncertain']
13037,"['adult', 'call']"
13038,"['Caged Ring-necked parakeet', 'adult', 'call']"
13039,['']
13040,['song']
13041,"['call', 'song']"
13042,"['male', 'song']"
13043,['song']
13044,['call']
13045,['call']
13046,['call']
13047,['call']
13048,['call']
13049,['call']
13050,['call']
13051,['call']
13052,['contact call']
13053,['call']
13054,['call']
13055,['call']
13056,['call']
13057,['call']
13058,['call']
13059,['call']
13060,['call']
13061,['call']
13062,['call']
13063,"['adult', 'female', 'male', 'song']"
13064,"['adult', 'sex uncertain', 'song']"
13065,"['adult', 'sex uncertain', 'song']"
13066,"['adult', 'call', 'male']"
13067,"['adult', 'call', 'male']"
13068,"['adult', 'sex uncertain', 'song']"
13069,"['adult', 'sex uncertain', 'song']"
13070,['']
13071,['']
13072,['call']
13073,['call']
13074,['call']
13075,['song']
13076,['call']
13077,"['call', 'song']"
13078,['call']
13079,['call']
13080,['call']
13081,"['call', 'life stage uncertain', 'sex uncertain']"
13082,"['adult', 'call', 'sex uncertain']"
13083,['']
13084,['']
13085,"['Contact call', 'call']"
13086,['call']
13087,['call']
13088,['call']
13089,"['call', 'flight call']"
13090,['call']
13091,['call']
13092,['flight call']
13093,"['call', 'flight call', 'song']"
13094,['call']
13095,"['adult', 'call', 'sex uncertain']"
13096,"['adult', 'call', 'sex uncertain']"
13097,['song']
13098,['song']
13099,['call']
13100,['song']
13101,['song']
13102,['Scold']
13103,['Scold']
13104,['Scold']
13105,['Scold']
13106,['call?']
13107,['Scold']
13108,['Song']
13109,"['Duet', 'song']"
13110,['song']
13111,['song']
13112,['song']
13113,['song']
13114,['song']
13115,['song']
13116,['song']
13117,['song']
13118,['song']
13119,['song']
13120,"['duet', 'song']"
13121,['song']
13122,['song']
13123,['call']
13124,['song']
13125,['song']
13126,['song']
13127,['mimicry']
13128,['song']
13129,['song']
13130,"['extended song', 'song']"
13131,['song']
13132,['song']
13133,['song']
13134,['song']
13135,['call']
13136,['song']
13137,['song']
13138,['song']
13139,['call']
13140,['mimicry']
13141,['call']
13142,['call']
13143,"['adult', 'call', 'song']"
13144,"['adult', 'song', 'whistle']"
13145,"['adult', 'song', 'whistle']"
13146,"['adult', 'song', 'whistle']"
13147,"['adult', 'sex uncertain', 'song']"
13148,"['adult', 'call', 'sex uncertain']"
13149,['call']
13150,['call']
13151,['call']
13152,['song']
13153,"['call', 'female', 'song']"
13154,['song']
13155,['song']
13156,['song']
13157,['song']
13158,"['mimicry/imitation', 'song']"
13159,"['mimicry/imitation', 'song']"
13160,"['mimicry/imitation', 'song']"
13161,"['mimicry/imitation', 'song']"
13162,"['adult', 'call', 'song']"
13163,"['call', 'song']"
13164,['uncertain']
13165,"['adult', 'song']"
13166,"['adult', 'song']"
13167,"['adult', 'call', 'sex uncertain']"
13168,"['adult', 'mimicry/imitation', 'sex uncertain', 'song', 'whistle']"
13169,"['call', 'life stage uncertain', 'sex uncertain']"
13170,"['adult', 'call', 'sex uncertain']"
13171,"['adult', 'sex uncertain', 'song', 'whistle']"
13172,"['adult', 'call', 'sex uncertain', 'song', 'whistle']"
13173,"['adult', 'sex uncertain', 'song']"
13174,"['call', 'song', 'whistle']"
13175,"['call', 'song', 'whistle']"
13176,"['adult', 'sex uncertain', 'song']"
13177,"['adult', 'mimicry/imitation', 'sex uncertain', 'song']"
13178,"['adult', 'mimicry/imitation', 'sex uncertain', 'song']"
13179,"['adult', 'alarm call', 'sex uncertain']"
13180,"['adult', 'call', 'sex uncertain']"
13181,"['adult', 'alarm call', 'call', 'mimicry/imitation', 'sex uncertain', 'song', 'whistle']"
13182,"['adult', 'call', 'mimicry/imitation', 'sex uncertain', 'song', 'whistle']"
13183,"['adult', 'sex uncertain', 'song']"
13184,"['adult', 'sex uncertain', 'song']"
13185,"['adult', 'male', 'song']"
13186,['']
13187,['']
13188,['']
13189,['']
13190,['']
13191,['alarm call']
13192,['call']
13193,['alarm call']
13194,['call']
13195,['alarm call']
13196,['call']
13197,['call']
13198,['alarm call']
13199,['call']
13200,['call']
13201,"['alarm call', 'flight call']"
13202,"['alarm call', 'flight call']"
13203,"['call', 'flight call']"
13204,['alarm call']
13205,['alarm call']
13206,['call']
13207,['call']
13208,['alarm call']
13209,['call']
13210,['alarm call']
13211,['call']
13212,['call']
13213,['call']
13214,"['call', 'flight call']"
13215,"['alarm call', 'call']"
13216,['alarm call']
13217,['song']
13218,"['alarm call', 'flight call']"
13219,"['alarm call', 'flight call']"
13220,['alarm call']
13221,['alarm call']
13222,"['alarm call', 'flight call']"
13223,['alarm call']
13224,"['alarm call', 'call']"
13225,"['call', 'flight call']"
13226,['call']
13227,['call']
13228,['call']
13229,"['adult', 'call', 'sex uncertain']"
13230,"['adult', 'call', 'sex uncertain']"
13231,"['adult', 'call', 'sex uncertain']"
13232,"['adult', 'sex uncertain']"
13233,"['adult', 'sex uncertain']"
13234,"['adult', 'call']"
13235,"['adult', 'call', 'flight call']"
13236,"['adult', 'alarm call', 'call', 'flight call', 'sex uncertain']"
13237,"['adult', 'alarm call', 'call', 'sex uncertain']"
13238,"['adult', 'alarm call', 'sex uncertain', 'song']"
13239,"['alarm call', 'flight call']"
13240,['call']
